% right leg v4 F150
0	0.2775501704
0.6118383062	0.3988013853
1.223676612	0.08765213457
1.835514919	0.1244322552
2.447353225	0.2218123826
3.059191531	0.0078398465
3.671029837	0.03798814358
4.282868143	-0.05200697779
4.89470645	-0.04257892729
5.272252878	-0.02294068381
5.938919545	-0.1049213851
6.605586211	0.261739312
7.272252878	0.2039873348
7.938919545	0.2413992635
8.605586211	0.1710378845
9.272252878	0.5160950349
9.938919545	0.2376654269
10.60558621	0.2501948779
11.27225288	0.4414207676
11.75037091	0.7250547048
12.41703758	0.8874065718
13.08370425	1.163928021
13.75037091	1.262877999
14.41703758	1.448919713
14.91308475	1.660268443
15.57975142	1.950311297
16.09060092	2.14792035
16.75726758	2.498504493
17.28054497	2.529193414
17.94721164	2.414609997
18.4810713	2.737841386
19.02405022	3.066884864
19.69071688	3.10267503
20.2416357	3.517414381
20.79952983	3.647831668
21.46619649	3.827589306
22.03026692	3.953262795
22.59984438	4.365261626
23.1743627	4.595882087
23.84102937	4.911190864
24.42000533	5.194013732
25.0030232	5.646083128
25.58972274	6.001526951
26.17978976	6.270649403
26.70228923	6.395246775
27.30092945	6.581731931
27.90201044	6.696504923
28.44415802	7.191140325
29.05159771	7.209405703
29.6608868	7.734311653
30.21789963	8.053616656
30.832091	8.55531873
31.39807469	8.667359897
32.01638046	8.850124305
32.58994755	9.63731914
33.16795004	10.19618255
33.79181584	10.81435767
34.37571054	11.3692398
34.96310341	11.78062301
35.55370073	12.63545815
36.14724403	13.1315864
36.74350474	13.66019897
37.34227971	14.26825117
37.94338758	15.23716031
38.51573911	15.97086892
39.122003	16.43223246
39.7014618	17.5852984
40.3120915	18.4278075
40.89760687	19.46512412
41.51197932	20.4817961
42.12770311	21.40314541
42.72033052	22.37993832
43.33912441	23.72803672
43.93606177	24.68263063
44.53533246	25.91053651
45.15828241	27.04615807
45.76108284	28.37594127
46.36581153	29.47306442
46.99219495	30.44026852
47.59986405	31.8304538
48.20915149	33.11204834
48.8199596	34.27660711
49.43219903	35.77918523
50.02838187	37.32357833
50.64365366	39.21372189
51.24362258	40.68726527
51.86155753	42.05970787
52.48053646	43.88354802
53.10050696	45.47179406
53.70637078	47.10913863
54.34323106	48.36512526
54.96589683	49.95703824
55.58937798	51.75211704
56.21363736	53.41459059
56.82491172	55.29498234
57.45085525	56.74628139
58.06426189	58.7588655
58.67879341	61.16018867
59.29438811	63.13751398
59.91098874	65.30649515
60.54073388	67.5142032
61.1589691	69.7360539
61.77807255	72.14242469
62.39800029	74.21072142
63.0187112	76.30273507
63.64016674	78.3624347
64.26233068	80.74160497
64.87431348	83.27750013
65.4872879	85.31264015
66.10119608	87.48391092
66.71598404	89.78820003
67.33160138	92.40726289
67.94800087	94.86654428
68.57498708	97.26848118
69.19268456	100.0972516
69.82065622	102.8840137
70.43952285	105.4871857
71.06838211	107.8562556
71.68830162	110.5049257
72.31795991	113.1803803
72.947947	115.7458298
73.57824758	118.7003225
74.20884689	121.0502167
74.83082788	123.8189494
75.4532268	126.4414518
76.07601809	129.1628907
76.69917719	132.0555467
77.32268047	134.9225742
77.94650513	137.7703732
78.57911477	140.9127446
79.22035778	143.5563735
79.87012956	147.1202383
80.52836454	148.2897628
% relax
0.1666666667	149.8779557
0.3333333333	148.977
0.5	147.9283411
0.6666666667	146.7585758
0.8333333333	145.4737853
1	144.525111
1.166666667	143.6119477
1.333333333	142.7329942
1.5	141.8866463
1.666666667	141.0711995
1.833333333	140.4349405
2	139.8261684
2.166666667	139.0932484
2.333333333	138.534615
2.5	137.8487874
2.666666667	137.184355
2.833333333	136.5399846
3	136.0644139
3.166666667	135.606453
3.333333333	135.1650209
3.5	134.7390392
3.666666667	134.3275441
3.833333333	133.9296168
4	133.6943784
4.166666667	133.3210456
4.333333333	133.1088344
4.5	132.9070555
4.666666667	132.5650307
4.833333333	132.3821444
5	132.0578051
5.166666667	131.7414702
5.333333333	131.4326372
5.5	131.2808143
5.666666667	130.9855527
5.833333333	130.6964358
6	130.5630746
6.166666667	130.2851022
6.333333333	130.1621709
6.5	129.8939574
6.666666667	129.7801674
6.833333333	129.670513
7	129.5647308
7.166666667	129.4625776
